"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"美柚经期助手(专业版)-月经·生理期预测，还能备孕育儿","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"francetv JO – Regarder les Jeux Olympiques de Rio 2016","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"抢火车票 for 12306火车票官网","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"SKK アクション ブロック崩し","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"もこうもこもこ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Love Msg","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"テレビ視聴","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"シュッと描いてポンッ!（シュポン）物理パズル脳トレ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"! OH Fantastic Free Kick + Kick Wall Challenge","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脳トレ爽快パズル 激ムズ！和のひとふで書き Line","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"e袋洗-新用户领20元优惠券，20分钟上门取送","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"最後の英単語学習！マジタン","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ViRATES[バイレーツ]-面白ネタまとめの決定版！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Wi-Fiミレル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"超特訓！トミックゲーム！！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"SAMURAI SCHEMA -幕末維新戦記- サムライスキーマ 本格派育成放置ゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"烈焰王座-称霸魔法帝国的策略游戏","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Light+ AnalogCam","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ikouhoushi","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Free Gameplay Video, Walkthroughs, News for Pokémon GO","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"式姫４コマ 其之四","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"世界邦行程大师-出国自由行定制专家","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"妙健康-健康自测管家","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム 気まぐれカフェの謎解きタイム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"JR東日本アプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Love Bank -お金ゲーム/恋愛ゲーム/美少女ゲーム/育成ゲーム/タップゲーム/賭けゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Love Bank-お金ゲーム/恋愛ゲーム/イケメンゲーム/育成ゲーム/タップゲーム/賭けゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Caf - Mon Compte","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Pokelog for PokemonGO","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Smart Channel -New Style of News Reader-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Beautiful Japanese Handwriting for iPhone","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"咪咕视频-电视剧综艺直播","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"赤ペン 提出カメラ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Beautiful Japanese Handwriting","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Particular","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Beast Poker","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ポケ電バッテリー for ポケモンGO","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"スナイパイ72","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"スタバで呪文","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"クリアしてみろよ？ 神ゲー アクション ゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"美男美女診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GhostCallDX","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"電車パズル ツメツメ - 通勤時間にピッタリ! 脳トレパズル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Cannon Flight","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"それゆけ！ヤンキッキー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"minimo（ミニモ）/サロン予約","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"極寒スライダー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ゲッターズ飯田の占い","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"PIXUSかんたん年賀状","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"BLEACH 公式連載アプリ〜BLEACHの漫画が毎週１巻読めるアプリ〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"謎解き[緋色探偵社と100の推理]メッセージアプリ風ノベルゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【謎解き推理】意味が分かると怖い話-この怖い話を謎解き、怪談を読み解けるか…","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"心霊たんち機 Plus","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"LOCARI(ロカリ)-オトナ女子向けライフスタイル情報アプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Jishokun-Japanese English Dictionary & Translator","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"[GP]SLOT魔法少女まどかマギカ(パチスロゲーム)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Fluege.de - Finde den billigsten Flug","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ガールズちゃんねる - 女子のニュースとガールズトーク","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"[GP]ハナハナホウオウ-30(パチスロゲーム)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"シカクイズ -暇つぶしマンガアニメ映画クイズ-暇つぶしに最適","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"意味が分かると怖い話-この意味怖を謎解きできるか…【謎解き意味怖】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"飞凡--智慧新生活","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Infinity Duels","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"平安证券","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【マイナビバイト大学生版】大学生のバイト探し・アルバイト求人","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"まるみえ！性教育ふしぎ発見-クイズで学ぶ保健体育","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"頭の回転をはやくする！脳トレ！Blackhole","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"易经全集-[有声读物]","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"尚品网 - 全球精品高端时尚购物网站","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Auto IV Calc for PokemonGO","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"BringGo Western Europe","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム　カリスマブラザーズのワクワク女子寮脱出大作戦","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"サクサクチェッカー 最適化  -  iChecker","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"STUGGOJI","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ゲオ　クーポンが貰える！ゲーム予約もできる！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"丸亀製麺","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"QRコードリーダー for iPhone","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"肌年齢診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大人がハマる脳トレ！ぷるるん～頭が良くなる一筆書きパズル～","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"地元の掲示板「ジモティー」地元でカンタン！フリマよりもお得！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"VoiceTra(Voice Translator)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"一起捕鱼 - 欢乐街机电玩城","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"通信量チェッカー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Golfmoji - Golf Emojis and Stickers","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"SySight","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"全民打金币——爽快的正版放置手游","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"森林舞会-3d画面刺激的娱乐城游戏","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"KATWARN","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Good homes style-pro","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ライブチャット、ビデオチャット通話が楽しめる！ ライブでゴーゴー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Lumps of Clay","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Digiposte +","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ピンポンファイター - 卓球王にオレはなるっ！！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"TransParent Compass","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"FFmoji 2016 - Your Fantasy Football Emoji Keyboard","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"スシロー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"niconico ch","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ヨドバシ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"意味が分かると怖い話【意味怖】-この怖い話の意味が分かるか…","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"万年历-农历黄历日历天气","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"战歌联萌-新英雄登场 惊喜嘉年华","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Intuition Guidances","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大人のためのかわいいお買い物アプリSUCRESIA(シュクレシア）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"こち亀 公式連載アプリ〜こち亀の漫画が読めるアプリ〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"东方财富网领先版-财经资讯&股票开户","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"吕布帮帮忙-三国策略卡牌，指间微操轻松畅玩","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"凤凰新闻(专业版)-有料的军事新闻、娱乐短视频","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ケンタッキーフライドチキン　公式アプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"武神战纪OL-热血三国志国战手游","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"剑雨奇缘-万人同屏PK,唯美风仙侠","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【殺人現場へようこそ】推理サスペンス劇場/謎解き大人の脳トレゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"笑ったら負け","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Impots.gouv","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"蒼の彼方のフォーリズム‐ETERNAL SKY-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"アウト～まさか浮気してないよね？～【恋愛不倫探しゲーム】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"意味が分かると怖い話-この怖い話の意味分かる？【意味怖】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ジーユー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"古墓仙缘-古装恋爱修仙手游","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大人の脳トレ！ぴたぽん #頭が良くなる #快感ハメコミパズル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Pantheon Warfare: The Chaos of Knights","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"机でGOLF","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"食べないと死ぬ2","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"国美在线 – 新人免费领200元优惠券","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"PetitLyrics","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"无敌战舰-经典策略海战巅峰对决","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Yahoo!防災速報 - 地震や豪雨など災害情報をいち早く通知","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"BarcodeReader「ICONIT」","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【意味笑】意味が分かると面白い話-謎解き2ch系推理ゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"疯狂百宝箱","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"My au","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"謝罪会見","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"HowDidiDo","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Emojil - original emoji stamp, decoration camera","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"犯人は僕です。～露天風呂編～","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Devil Lord: I shouldn't say that...half of world","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"gogogo","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Round1 お得なクーポン毎週配信！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GE's eddie","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"仙侠剑客—大型3D精品ARPG动作神作","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Babaji","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"オトナの教科書〜学校じゃ教わらない裏教育クイズ(画像付き)〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"妖萌战姬HD - 日系二次元萌娘卡牌手游","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Escape from the Bears of the student council room.","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GETだぜ！じゃねーよｗ for ポケモン","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Escape a Halloween Candy Shop","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"BRICEMOJI Brice de Nice","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"激突!!10円玉ドッカンバトル -最強AIに勝てる？-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム 学校の七不思議 -恐怖からの脱出-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"おわかりいただけただろうか心霊写真で最恐ホラー体験","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ファッション通販 ZOZOTOWN","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"秘密の関係はじめました メッセージ風恋愛ゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"777游戏厅-2017超人气掌上游戏厅","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム Toilet","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"诛妖奇遇-3D仙侠恋爱网游年度巨献(浪漫回合)","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Sonia Tlev","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"懸賞ソリティア-懸賞応募でギフト券が稼げるソリティア！-無料懸賞ゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大人の納車ゲーム-四角いアタマを丸くする脳トレパズル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"２ちゃんねる for iPhone","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"出会い系アプリ i-Mail（アイメール）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"梦幻仙途-经典之余又大搞趣味创新（回合制）","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Golden Lotus Slots","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"借金あるからギャンブルしてくる","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Bestshot: Take Clear Photos Automatically & Easily","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
