"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"Spiral Splatter","0.00","62","3.5","$240,000.00","$106,000.00","$134,000.00"
"6play, TV en direct et en replay","0.00","62","3.5","$240,000.00","$106,000.00","$134,000.00"
"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games","0.00","58","3.5","$240,000.00","$106,000.00","$134,000.00"
"Micromon","0.00","56","3.5","$240,000.00","$106,000.00","$134,000.00"
"Brio - Don’t Fall!","0.00","56","3.5","$240,000.00","$106,000.00","$134,000.00"
"Dominocity","0.00","55","3.5","$240,000.00","$106,000.00","$134,000.00"
"ZenDots 2 - One Dot’s Journey","0.00","54","3.5","$240,000.00","$106,000.00","$134,000.00"
"lollicam - photo, video, and selfie camera","0.00","51","3.5","$240,000.00","$106,000.00","$134,000.00"
"Heavy Metal Emoji Keyboard","0.99","51","3.5","$240,000.00","$106,000.00","$134,000.00"
"FreeFlight Mini","0.00","50","3.5","$240,000.00","$106,000.00","$134,000.00"
"Target Acquired","0.00","50","3.5","$240,000.00","$106,000.00","$134,000.00"
"Virry Educational. Play, learn with real animals","0.00","50","3.5","$240,000.00","$106,000.00","$134,000.00"
"Jordan Keyboard","0.00","49","3.5","$240,000.00","$106,000.00","$134,000.00"
"Spirit Rush","0.00","47","3.5","$240,000.00","$106,000.00","$134,000.00"
"Moji Me™","0.99","46","3.5","$240,000.00","$106,000.00","$134,000.00"
"Chunky Tanks","0.00","44","3.5","$240,000.00","$106,000.00","$134,000.00"
"Critter Academy","0.00","43","3.5","$240,000.00","$106,000.00","$134,000.00"
"Water Bottle Flip Challenge : 2k16","0.00","43","3.5","$240,000.00","$106,000.00","$134,000.00"
"TCS NYC Marathon","0.00","43","3.5","$240,000.00","$106,000.00","$134,000.00"
"Zombies Chasing Me","0.00","43","3.5","$240,000.00","$106,000.00","$134,000.00"
"Hillarymoji","0.00","42","3.5","$240,000.00","$106,000.00","$134,000.00"
"Gate Keepers","0.00","41","3.5","$240,000.00","$106,000.00","$134,000.00"
"No Limit Racer","0.00","40","3.5","$240,000.00","$106,000.00","$134,000.00"
"5-in-1 Emoji Widget Games - GameMoji","0.99","40","3.5","$240,000.00","$106,000.00","$134,000.00"
"The perfect Egg timer","0.99","40","3.5","$240,000.00","$106,000.00","$134,000.00"
"虎牙直播-热门高清游戏互动直播平台","0.00","38","3.5","$240,000.00","$106,000.00","$134,000.00"
"NRJ Radio","0.00","38","3.5","$240,000.00","$106,000.00","$134,000.00"
"Limo Driving School a Valet Driver License Test Parking Simulator","0.00","38","3.5","$240,000.00","$106,000.00","$134,000.00"
"Catch Santa Claus in my house for Christmas","0.00","37","3.5","$240,000.00","$106,000.00","$134,000.00"
"Race Driving School Car Racing Driver License Test","0.00","37","3.5","$240,000.00","$106,000.00","$134,000.00"
"Re:Monster","0.00","37","3.5","$240,000.00","$106,000.00","$134,000.00"
"Waiit","0.00","35","3.5","$240,000.00","$106,000.00","$134,000.00"
"Jumps - Jumping on Pillars Game","0.00","35","3.5","$240,000.00","$106,000.00","$134,000.00"
"Ready Jet Go! Space Explorer","0.00","34","3.5","$240,000.00","$106,000.00","$134,000.00"
"广东移动手机营业厅-话费流量一手掌握，专属优惠定期发放","0.00","33","3.5","$240,000.00","$106,000.00","$134,000.00"
"MalkinMoji by Evgeni Malkin","0.99","33","3.5","$240,000.00","$106,000.00","$134,000.00"
"Building Parallel Circuits","0.99","32","3.5","$240,000.00","$106,000.00","$134,000.00"
"Vice Lipstick","0.00","31","3.5","$240,000.00","$106,000.00","$134,000.00"
"Flip Football - Soccer Manager Strategy Card Game","0.00","31","3.5","$240,000.00","$106,000.00","$134,000.00"
"腾讯体育-NBA全网独播","0.00","29","3.5","$240,000.00","$106,000.00","$134,000.00"
"Lieferando.de","0.00","29","3.5","$240,000.00","$106,000.00","$134,000.00"
"淘票票 - 原淘宝电影，选座购票必备","0.00","29","3.5","$240,000.00","$106,000.00","$134,000.00"
"高德地图HD","0.00","26","3.5","$240,000.00","$106,000.00","$134,000.00"
"Lotto Out! - Mexican Loteria","0.99","26","3.5","$240,000.00","$106,000.00","$134,000.00"
"Curious George Train Adventures","0.99","26","3.5","$240,000.00","$106,000.00","$134,000.00"
"LOOKS - Real Makeup Camera","0.00","25","3.5","$240,000.00","$106,000.00","$134,000.00"
"PhET Simulations","0.99","24","3.5","$240,000.00","$106,000.00","$134,000.00"
"Météo-France","0.00","24","3.5","$240,000.00","$106,000.00","$134,000.00"
"T-Rex Simulator","0.99","24","3.5","$240,000.00","$106,000.00","$134,000.00"
"乐视体育—英超欧冠F1高清直播","0.00","24","3.5","$240,000.00","$106,000.00","$134,000.00"
"51信用卡管家Pro","0.99","23","3.5","$240,000.00","$106,000.00","$134,000.00"
"Programme TV Télé Loisirs","0.00","23","3.5","$240,000.00","$106,000.00","$134,000.00"
"Evil Zombie Graveyard Apocalypse Shooting VR Games","0.00","22","3.5","$240,000.00","$106,000.00","$134,000.00"
"JaxReady","0.00","22","3.5","$240,000.00","$106,000.00","$134,000.00"
"McDo France","0.00","22","3.5","$240,000.00","$106,000.00","$134,000.00"
"OVLA - Awesome & Creative Typography Design, Graphic Design, Photo Editing","0.99","21","3.5","$240,000.00","$106,000.00","$134,000.00"
"虎牙直播HD-热门高清游戏互动直播平台","0.00","21","3.5","$240,000.00","$106,000.00","$134,000.00"
"VR Haunted House 3D","0.00","21","3.5","$240,000.00","$106,000.00","$134,000.00"
"Arcadecraft","0.99","21","3.5","$240,000.00","$106,000.00","$134,000.00"
"Riff Racer: Race Your Music","0.99","18","3.5","$240,000.00","$106,000.00","$134,000.00"
"Rise!","0.00","18","3.5","$240,000.00","$106,000.00","$134,000.00"
"Sheenoji - The Charlie Sheen Keyboard","0.99","18","3.5","$240,000.00","$106,000.00","$134,000.00"
"Stickman Forest Swing","0.00","18","3.5","$240,000.00","$106,000.00","$134,000.00"
"Show My Homework","0.00","17","3.5","$240,000.00","$106,000.00","$134,000.00"
"Hoverboard Rush Racing Simulator -Hover Board Game","0.00","17","3.5","$240,000.00","$106,000.00","$134,000.00"
"Ma Banque","0.00","17","3.5","$240,000.00","$106,000.00","$134,000.00"
"Everfilter - transform your photos into artworks","0.00","15","3.5","$240,000.00","$106,000.00","$134,000.00"
"Flud.","0.99","15","3.5","$240,000.00","$106,000.00","$134,000.00"
"Aeronaut","0.00","15","3.5","$240,000.00","$106,000.00","$134,000.00"
"Boycott Trump Biz","0.99","14","3.5","$240,000.00","$106,000.00","$134,000.00"
"Recontact: Istanbul","0.99","14","3.5","$240,000.00","$106,000.00","$134,000.00"
"Staccal 2 - Calendars and Reminder","0.99","14","3.5","$240,000.00","$106,000.00","$134,000.00"
"BOSS Tuner","0.00","13","3.5","$240,000.00","$106,000.00","$134,000.00"
"Demi Lovato Stickers","0.99","12","3.5","$240,000.00","$106,000.00","$134,000.00"
"pixivコミック - みんなのマンガアプリ","0.00","12","3.5","$240,000.00","$106,000.00","$134,000.00"
"Aussie Rules Hero - Footy Goal Kicking Game","0.00","12","3.5","$240,000.00","$106,000.00","$134,000.00"
"실시간 날씨","0.00","12","3.5","$240,000.00","$106,000.00","$134,000.00"
"Magnets!","0.00","11","3.5","$240,000.00","$106,000.00","$134,000.00"
"华尔街见闻（专业版）-全球财经新闻精选","0.99","11","3.5","$240,000.00","$106,000.00","$134,000.00"
"Jメール 出会える人気の匿名SNS出会い系アプリ","0.00","11","3.5","$240,000.00","$106,000.00","$134,000.00"
"Runcast - Weather for Runners","0.99","11","3.5","$240,000.00","$106,000.00","$134,000.00"
"蜜芽 - 生娃养娃上蜜芽","0.00","11","3.5","$240,000.00","$106,000.00","$134,000.00"
"借贷宝-直投熟人更高明","0.00","10","3.5","$240,000.00","$106,000.00","$134,000.00"
"Risky Rooms","0.00","10","3.5","$240,000.00","$106,000.00","$134,000.00"
"New Star Soccer G-Story","0.99","9","3.5","$240,000.00","$106,000.00","$134,000.00"
"Fabe Bird - The Flappy Challenge Adventure","0.00","9","3.5","$240,000.00","$106,000.00","$134,000.00"
"银联钱包- 银行卡管家，扫码支付享优惠","0.00","9","3.5","$240,000.00","$106,000.00","$134,000.00"
"征戦エクスカリバー","0.00","8","3.5","$240,000.00","$106,000.00","$134,000.00"
"Merry Christmas -Activities","0.00","7","3.5","$240,000.00","$106,000.00","$134,000.00"
"贝贝-8000万妈妈信赖的母婴正品特卖拼团商城","0.00","6","3.5","$240,000.00","$106,000.00","$134,000.00"
"Driving test 2017","0.00","5","3.5","$240,000.00","$106,000.00","$134,000.00"
"Escape from the grandma house in the countryside.","0.00","5","3.5","$240,000.00","$106,000.00","$134,000.00"
"迷你世界-国产精品沙盒联机生存建造游戏","0.00","5","3.5","$240,000.00","$106,000.00","$134,000.00"
"Сluster Traffic: Parkour Trucks Pro","0.99","4","3.5","$240,000.00","$106,000.00","$134,000.00"
"家园7：雪城增强版","0.99","3","3.5","$240,000.00","$106,000.00","$134,000.00"
"【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運)","0.00","3","3.5","$240,000.00","$106,000.00","$134,000.00"
"非诚勿扰-中国最大免费婚恋交友平台","0.00","3","3.5","$240,000.00","$106,000.00","$134,000.00"
"Escape from the pit latrine.","0.00","2","3.5","$240,000.00","$106,000.00","$134,000.00"
"Circle Swing","0.00","2","3.5","$240,000.00","$106,000.00","$134,000.00"
"Ruler and Compass Geometry","0.99","2","3.5","$240,000.00","$106,000.00","$134,000.00"
"Fieldrunners","2.99","41633","4.0","$270,000.00","$137,900.00","$132,100.00"
"Multiplayer for Minecraft PE","2.99","35109","4.0","$270,000.00","$137,900.00","$132,100.00"
"Crash Bandicoot Nitro Kart 3D","2.99","31456","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sonic The Hedgehog","2.99","19621","4.0","$270,000.00","$137,900.00","$132,100.00"
"SpongeBob Moves In","2.99","18758","4.0","$270,000.00","$137,900.00","$132,100.00"
"Carnivores: Dinosaur Hunter Pro","2.99","18306","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Hair Salon","2.99","9649","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sonic the Hedgehog 2","2.99","9405","4.0","$270,000.00","$137,900.00","$132,100.00"
"Shazam Encore","2.99","8331","4.0","$270,000.00","$137,900.00","$132,100.00"
"IMPOSSIBLE ROAD","2.99","8249","4.0","$270,000.00","$137,900.00","$132,100.00"
"Bloons TD","2.99","7941","4.0","$270,000.00","$137,900.00","$132,100.00"
"WolframAlpha","2.99","7410","4.0","$270,000.00","$137,900.00","$132,100.00"
"iStudiez Pro – Homework, Schedule, Grades","2.99","7308","4.0","$270,000.00","$137,900.00","$132,100.00"
"Plug for Minecraft PE","2.99","5969","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sonic The Hedgehog 4™ Episode I","2.99","4755","4.0","$270,000.00","$137,900.00","$132,100.00"
"Canabalt","2.99","4540","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Kitchen","2.99","3686","4.0","$270,000.00","$137,900.00","$132,100.00"
"Star Command","2.99","3473","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca House","2.99","3048","4.0","$270,000.00","$137,900.00","$132,100.00"
"Text 2 Group Pro - Quickly send SMS messages","2.99","2798","4.0","$270,000.00","$137,900.00","$132,100.00"
"Tozzle - Toddler's favorite puzzle","2.99","2562","4.0","$270,000.00","$137,900.00","$132,100.00"
"Bloons TD 4 HD","2.99","2493","4.0","$270,000.00","$137,900.00","$132,100.00"
"Tom Loves Angela for iPad","2.99","2286","4.0","$270,000.00","$137,900.00","$132,100.00"
"Trainz Driver - train driving game and realistic railroad simulator","2.99","2228","4.0","$270,000.00","$137,900.00","$132,100.00"
"Emoji Keyboard for Me - Keyboard Themes & Emojis","2.99","2167","4.0","$270,000.00","$137,900.00","$132,100.00"
"AVPlayerHD","2.99","1986","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Lab: Elements","2.99","1689","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Store","2.99","1595","4.0","$270,000.00","$137,900.00","$132,100.00"
"Kiwake Alarm Clock - Take back your mornings","2.99","1536","4.0","$270,000.00","$137,900.00","$132,100.00"
"Jurassic Park: The Game 1 HD","2.99","1483","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Train","2.99","1397","4.0","$270,000.00","$137,900.00","$132,100.00"
"Scan & Translate - image Scanner and Translator","2.99","1376","4.0","$270,000.00","$137,900.00","$132,100.00"
"Kinectimals","2.99","1336","4.0","$270,000.00","$137,900.00","$132,100.00"
"Motion Math: Hungry Fish","2.99","1294","4.0","$270,000.00","$137,900.00","$132,100.00"
"Packing Pro","2.99","1293","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Cars","2.99","1238","4.0","$270,000.00","$137,900.00","$132,100.00"
"iMaps+ for Google Maps ™ and Street View ™ : Transit and Offline Contacts","2.99","1225","4.0","$270,000.00","$137,900.00","$132,100.00"
"Halo: Spartan Strike","2.99","1159","4.0","$270,000.00","$137,900.00","$132,100.00"
"Roadside America","2.99","1093","4.0","$270,000.00","$137,900.00","$132,100.00"
"Bumpy Road","2.99","1073","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sky Gamblers Air Supremacy","2.99","1010","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Robot Lab","2.99","1006","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Hair Salon Me","2.99","895","4.0","$270,000.00","$137,900.00","$132,100.00"
"Hundreds","2.99","873","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sync Solver for Fitbit","2.99","859","4.0","$270,000.00","$137,900.00","$132,100.00"
"AVPlayer","2.99","853","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Nature","2.99","845","4.0","$270,000.00","$137,900.00","$132,100.00"
"Jumpy Horse Show Jumping","2.99","746","4.0","$270,000.00","$137,900.00","$132,100.00"
"Repost It! for Instagram Pro - Video Photo Whiz","2.99","745","4.0","$270,000.00","$137,900.00","$132,100.00"
"Block Story Premium","2.99","734","4.0","$270,000.00","$137,900.00","$132,100.00"
"WeatherPro for iPad","2.99","725","4.0","$270,000.00","$137,900.00","$132,100.00"
"仙劍奇俠傳5 - 劍傲丹楓","2.99","646","4.0","$270,000.00","$137,900.00","$132,100.00"
"VHS Camcorder","2.99","613","4.0","$270,000.00","$137,900.00","$132,100.00"
"NOAA World Radar – Rain, Hurricanes & Weather","2.99","581","4.0","$270,000.00","$137,900.00","$132,100.00"
"METAL SLUG 1","2.99","540","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Mini","2.99","536","4.0","$270,000.00","$137,900.00","$132,100.00"
"SmartGo Player","2.99","533","4.0","$270,000.00","$137,900.00","$132,100.00"
"Mickey Mouse Clubhouse - Color & Play","2.99","452","4.0","$270,000.00","$137,900.00","$132,100.00"
"Last Horizon","2.99","450","4.0","$270,000.00","$137,900.00","$132,100.00"
"TMNT: Brothers Unite","2.99","449","4.0","$270,000.00","$137,900.00","$132,100.00"
"Splendor™","2.99","444","4.0","$270,000.00","$137,900.00","$132,100.00"
"You Must Build A Boat","2.99","444","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Boo","2.99","431","4.0","$270,000.00","$137,900.00","$132,100.00"
"Double Dragon Trilogy","2.99","427","4.0","$270,000.00","$137,900.00","$132,100.00"
"Little Inferno","2.99","418","4.0","$270,000.00","$137,900.00","$132,100.00"
"Blackbar","2.99","409","4.0","$270,000.00","$137,900.00","$132,100.00"
"Costume Quest","2.99","408","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Daycare","2.99","401","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Hospital","2.99","372","4.0","$270,000.00","$137,900.00","$132,100.00"
"Toca Pet Doctor","2.99","365","4.0","$270,000.00","$137,900.00","$132,100.00"
"Cortex Camera","2.99","346","4.0","$270,000.00","$137,900.00","$132,100.00"
"Patchwork The Game","2.99","346","4.0","$270,000.00","$137,900.00","$132,100.00"
"Her Story","2.99","346","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Supermarket","2.99","342","4.0","$270,000.00","$137,900.00","$132,100.00"
"Jurassic Park: The Game 2 HD","2.99","341","4.0","$270,000.00","$137,900.00","$132,100.00"
"Procreate Pocket","2.99","337","4.0","$270,000.00","$137,900.00","$132,100.00"
"Solar Walk ™ 2 - Space Missions & Solar System","2.99","316","4.0","$270,000.00","$137,900.00","$132,100.00"
"Ringtones for iPhone Unlimited.","2.99","313","4.0","$270,000.00","$137,900.00","$132,100.00"
"Reckless Racing 3","2.99","299","4.0","$270,000.00","$137,900.00","$132,100.00"
"Tiny Rogue","2.99","296","4.0","$270,000.00","$137,900.00","$132,100.00"
"Positivity with Andrew Johnson","2.99","282","4.0","$270,000.00","$137,900.00","$132,100.00"
"Jurassic Park: The Game 4 HD","2.99","256","4.0","$270,000.00","$137,900.00","$132,100.00"
"Plug & Play","2.99","238","4.0","$270,000.00","$137,900.00","$132,100.00"
"BlackOut: Bring the color back in the sky","2.99","226","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Handyman","2.99","218","4.0","$270,000.00","$137,900.00","$132,100.00"
"欧路英语词典 Eudic 增强版","2.99","206","4.0","$270,000.00","$137,900.00","$132,100.00"
"SpongeBob's Game Frenzy","2.99","205","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Hospital","2.99","186","4.0","$270,000.00","$137,900.00","$132,100.00"
"Background Player Pro for Cloud Platforms","2.99","184","4.0","$270,000.00","$137,900.00","$132,100.00"
"LetterGlow - Graphic Design & Photo Editing","2.99","181","4.0","$270,000.00","$137,900.00","$132,100.00"
"The Earth by Tinybop","2.99","173","4.0","$270,000.00","$137,900.00","$132,100.00"
"Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters","2.99","168","4.0","$270,000.00","$137,900.00","$132,100.00"
"TTPlayer - The Cinema In My Pocket","2.99","164","4.0","$270,000.00","$137,900.00","$132,100.00"
"Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds","2.99","154","4.0","$270,000.00","$137,900.00","$132,100.00"
"Lost Frontier","2.99","153","4.0","$270,000.00","$137,900.00","$132,100.00"
"ChatMate for WhatsApp","2.99","148","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Dance School","2.99","141","4.0","$270,000.00","$137,900.00","$132,100.00"
"The Everything Machine by Tinybop","2.99","141","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : School","2.99","138","4.0","$270,000.00","$137,900.00","$132,100.00"
"Special Air Wing - Flight Simulator","2.99","138","4.0","$270,000.00","$137,900.00","$132,100.00"
"Bubble Guppies: Animal School Day","2.99","130","4.0","$270,000.00","$137,900.00","$132,100.00"
"Five Card Quest - Tactical RPG Battles","2.99","129","4.0","$270,000.00","$137,900.00","$132,100.00"
"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard","2.99","128","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Stores","2.99","127","4.0","$270,000.00","$137,900.00","$132,100.00"
"SPL-T","2.99","124","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Veggie Garden","2.99","124","4.0","$270,000.00","$137,900.00","$132,100.00"
"Best Hunting Times","2.99","123","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Hotel","2.99","123","4.0","$270,000.00","$137,900.00","$132,100.00"
"Doom & Destiny Advanced","2.99","117","4.0","$270,000.00","$137,900.00","$132,100.00"
"Finding Nemo Storybook Deluxe","2.99","117","4.0","$270,000.00","$137,900.00","$132,100.00"
"Campaign Manager - A Presidential Election Simulation Game","2.99","116","4.0","$270,000.00","$137,900.00","$132,100.00"
"AirTycoon 4","2.99","114","4.0","$270,000.00","$137,900.00","$132,100.00"
"Head of State","2.99","106","4.0","$270,000.00","$137,900.00","$132,100.00"
"Shadowrocket","2.99","104","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Wedding Day","2.99","95","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sago Mini Fairy Tales","2.99","94","4.0","$270,000.00","$137,900.00","$132,100.00"
"WonderCat Adventures","2.99","93","4.0","$270,000.00","$137,900.00","$132,100.00"
"ArtPose Female Edition","2.99","85","4.0","$270,000.00","$137,900.00","$132,100.00"
"Cheats for FNAF World - Unlock every ending and beat the game with ease!","2.99","84","4.0","$270,000.00","$137,900.00","$132,100.00"
"illi","2.99","83","4.0","$270,000.00","$137,900.00","$132,100.00"
"Melody Jams","2.99","81","4.0","$270,000.00","$137,900.00","$132,100.00"
"BCM Surfing Game - World Surf Tour","2.99","81","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Friend Scooby-Doo!","2.99","80","4.0","$270,000.00","$137,900.00","$132,100.00"
"The Infinite Arcade by Tinybop","2.99","75","4.0","$270,000.00","$137,900.00","$132,100.00"
"8-Bit RPG Creator","2.99","73","4.0","$270,000.00","$137,900.00","$132,100.00"
"Wildfulness - Unwind in nature and calm your mind","2.99","70","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sago Mini Babies","2.99","70","4.0","$270,000.00","$137,900.00","$132,100.00"
"Kill the Plumber World","2.99","69","4.0","$270,000.00","$137,900.00","$132,100.00"
"LumaFX - infinite video effects","2.99","67","4.0","$270,000.00","$137,900.00","$132,100.00"
"Disney Junior Magic Phone with Sofia the First and Mickey Mouse","2.99","67","4.0","$270,000.00","$137,900.00","$132,100.00"
"Train Kit","2.99","66","4.0","$270,000.00","$137,900.00","$132,100.00"
"Nanuleu","2.99","65","4.0","$270,000.00","$137,900.00","$132,100.00"
"OPERATION DRACULA","2.99","64","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda School","2.99","62","4.0","$270,000.00","$137,900.00","$132,100.00"
"Raildale - Railroad & Railway Building Game","2.99","61","4.0","$270,000.00","$137,900.00","$132,100.00"
"RunGunJumpGun","2.99","60","4.0","$270,000.00","$137,900.00","$132,100.00"
"Phonics Fun on Farm Educational Learn to Read App","2.99","59","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Beauty Spa Saloon","2.99","56","4.0","$270,000.00","$137,900.00","$132,100.00"
"Arise: Beat Procrastination & dominate todo lists!","2.99","52","4.0","$270,000.00","$137,900.00","$132,100.00"
"My Town : Cinema","2.99","49","4.0","$270,000.00","$137,900.00","$132,100.00"
"Ice Fishing Derby Premium","2.99","47","4.0","$270,000.00","$137,900.00","$132,100.00"
"Atomic Super Lander","2.99","47","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Candy Factory","2.99","46","4.0","$270,000.00","$137,900.00","$132,100.00"
"Mia and me - Free the Unicorns!","2.99","45","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sleep Attack TD","2.99","45","4.0","$270,000.00","$137,900.00","$132,100.00"
"Blitz Breaker","2.99","39","4.0","$270,000.00","$137,900.00","$132,100.00"
"Pug's Quest","2.99","38","4.0","$270,000.00","$137,900.00","$132,100.00"
"SKYHILL","2.99","37","4.0","$270,000.00","$137,900.00","$132,100.00"
"minimize","2.99","37","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sago Mini Trucks and Diggers","2.99","37","4.0","$270,000.00","$137,900.00","$132,100.00"
"Colt Express","2.99","36","4.0","$270,000.00","$137,900.00","$132,100.00"
"Amount Plus - Unit And Currency Converter","2.99","35","4.0","$270,000.00","$137,900.00","$132,100.00"
"Weather by Tinybop","2.99","33","4.0","$270,000.00","$137,900.00","$132,100.00"
"Moorish Kingdom","2.99","33","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Racers","2.99","30","4.0","$270,000.00","$137,900.00","$132,100.00"
"Slip Away Mystify","2.99","29","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dr. Panda Farm","2.99","28","4.0","$270,000.00","$137,900.00","$132,100.00"
"Journey Below","2.99","28","4.0","$270,000.00","$137,900.00","$132,100.00"
"Read4Kids - Kids learn to read in 20 easy lessons","2.99","27","4.0","$270,000.00","$137,900.00","$132,100.00"
"Agent Gumball - Roguelike Spy Game","2.99","22","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sesame Street Makes Music","2.99","22","4.0","$270,000.00","$137,900.00","$132,100.00"
"Runaway Toad","2.99","22","4.0","$270,000.00","$137,900.00","$132,100.00"
"Myths of the World: Black Rose - A Hidden Object Adventure (Full)","2.99","20","4.0","$270,000.00","$137,900.00","$132,100.00"
"Trans4motor - Universal Engine Simulator","2.99","19","4.0","$270,000.00","$137,900.00","$132,100.00"
"Small Town Terrors: Galdor's Bluff - A Magical Hidden Object Mystery (Full)","2.99","17","4.0","$270,000.00","$137,900.00","$132,100.00"
"Dinosaur Games: Puzzle for Kids","2.99","15","4.0","$270,000.00","$137,900.00","$132,100.00"
"Sago Mini Puppy Preschool","2.99","15","4.0","$270,000.00","$137,900.00","$132,100.00"
"The Very Hungry Caterpillar - Creative Play","2.99","14","4.0","$270,000.00","$137,900.00","$132,100.00"
"Grandpa's Toy Shop","2.99","12","4.0","$270,000.00","$137,900.00","$132,100.00"
"Hey Duggee: The Big Badge App","2.99","11","4.0","$270,000.00","$137,900.00","$132,100.00"
"DADA Trains","2.99","11","4.0","$270,000.00","$137,900.00","$132,100.00"
"Plead the Fifth - The Game","2.99","11","4.0","$270,000.00","$137,900.00","$132,100.00"
"Read with Doc: Word Building","2.99","10","4.0","$270,000.00","$137,900.00","$132,100.00"
"Tokyo Wizard","2.99","10","4.0","$270,000.00","$137,900.00","$132,100.00"
"bergfex/Ski PRO","2.99","9","4.0","$270,000.00","$137,900.00","$132,100.00"
"Theremin Synth - Loop, Record & Download","2.99","8","4.0","$270,000.00","$137,900.00","$132,100.00"
"Weather & Radar Pro Ad-Free","2.99","6","4.0","$270,000.00","$137,900.00","$132,100.00"
"Tiny Pirates - Kids' Activity App","2.99","6","4.0","$270,000.00","$137,900.00","$132,100.00"
"twinkle","2.99","5","4.0","$270,000.00","$137,900.00","$132,100.00"
"Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE","2.99","1","4.0","$270,000.00","$137,900.00","$132,100.00"
"Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full)","2.99","1","4.0","$270,000.00","$137,900.00","$132,100.00"
"Terraria","4.99","98036","4.5","$300,000.00","$169,900.00","$130,100.00"
"Solitaire by MobilityWare","4.99","76720","4.5","$300,000.00","$169,900.00","$130,100.00"
"Goat Simulator","4.99","34819","4.5","$300,000.00","$169,900.00","$130,100.00"
"Splashtop Personal - Remote Desktop","4.99","29376","4.5","$300,000.00","$169,900.00","$130,100.00"
"Weather Live - Weather Forecast, Radar and Alerts","4.99","28497","4.5","$300,000.00","$169,900.00","$130,100.00"
"Osmos for iPad","4.99","24306","4.5","$300,000.00","$169,900.00","$130,100.00"
"Sky Gamblers: Storm Raiders","4.99","18822","4.5","$300,000.00","$169,900.00","$130,100.00"
"Runtastic PRO Running, Jogging and Fitness Tracker","4.99","17667","4.5","$300,000.00","$169,900.00","$130,100.00"
"LIMBO","4.99","15030","4.5","$300,000.00","$169,900.00","$130,100.00"
"Bastion","4.99","14247","4.5","$300,000.00","$169,900.00","$130,100.00"
"Let's create! Pottery HD","4.99","12787","4.5","$300,000.00","$169,900.00","$130,100.00"
"Game Dev Story","4.99","12331","4.5","$300,000.00","$169,900.00","$130,100.00"
"Spider Solitaire by MobilityWare","4.99","11154","4.5","$300,000.00","$169,900.00","$130,100.00"
"Photo Lab PRO HD: frames for pictures, face sketch","4.99","10754","4.5","$300,000.00","$169,900.00","$130,100.00"
"Instant Heart Rate+: Heart Rate & Pulse Monitor","4.99","10158","4.5","$300,000.00","$169,900.00","$130,100.00"
